,#SampleID,ERR209679_1_kneaddata_taxonomic_profile,ERR209680_1_kneaddata_taxonomic_profile,ERR209681_1_kneaddata_taxonomic_profile,ERR209684_1_kneaddata_taxonomic_profile,ERR209685_1_kneaddata_taxonomic_profile,ERR209690_1_kneaddata_taxonomic_profile,ERR209691_1_kneaddata_taxonomic_profile,ERR209692_1_kneaddata_taxonomic_profile,ERR209693_1_kneaddata_taxonomic_profile,ERR209695_1_kneaddata_taxonomic_profile,ERR209696_1_kneaddata_taxonomic_profile,ERR209697_1_kneaddata_taxonomic_profile,ERR209698_1_kneaddata_taxonomic_profile,ERR209699_1_kneaddata_taxonomic_profile,ERR209700_1_kneaddata_taxonomic_profile,ERR209701_1_kneaddata_taxonomic_profile,ERR209706_1_kneaddata_taxonomic_profile,ERR209707_1_kneaddata_taxonomic_profile,ERR209708_1_kneaddata_taxonomic_profile,ERR209709_1_kneaddata_taxonomic_profile,ERR209710_1_kneaddata_taxonomic_profile,ERR209711_1_kneaddata_taxonomic_profile,ERR209715_1_kneaddata_taxonomic_profile,ERR209716_1_kneaddata_taxonomic_profile,ERR209717_1_kneaddata_taxonomic_profile,ERR209729_1_kneaddata_taxonomic_profile,ERR209730_1_kneaddata_taxonomic_profile,ERR209731_1_kneaddata_taxonomic_profile,ERR209732_1_kneaddata_taxonomic_profile,ERR209739_1_kneaddata_taxonomic_profile,ERR209740_1_kneaddata_taxonomic_profile,ERR209743_1_kneaddata_taxonomic_profile,ERR209744_1_kneaddata_taxonomic_profile,ERR209745_1_kneaddata_taxonomic_profile,ERR209746_1_kneaddata_taxonomic_profile
67,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74715,1.10323,0.77849,0.0,0.0,0.0,0.0,0.26404,0.31597,0.0,0.0,0.0,0.0,0.10036,0.60012,0.73669,0.0,0.0,0.0,0.0,1.78866,1.6235,0.0,0.0,1.43601,1.0034399999999999
68,Collinsella_aerofaciens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26404,0.31597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78866,1.6235,0.0,0.0,1.43601,1.0034399999999999
69,Collinsella_aerofaciens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26404,0.31597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78866,1.6235,0.0,0.0,1.43601,1.0034399999999999
70,Collinsella_intestinalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74715,1.09762,0.71728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10036,0.60012,0.73669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Collinsella_intestinalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74715,1.09762,0.71728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10036,0.60012,0.73669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Collinsella_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00562,0.06121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02196,0.022869999999999998,0.0,0.0,0.0,0.0
74,Coriobacteriaceae_bacterium_phI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02196,0.022869999999999998,0.0,0.0,0.0,0.0
75,Coriobacteriaceae_bacterium_phI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02196,0.022869999999999998,0.0,0.0,0.0,0.0
76,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella,0.04899,0.0,0.0,0.0,0.0,0.0,0.0,0.26156,0.31673,0.05426,0.17119,0.11029000000000001,0.0,0.0,0.0,0.0,0.01571,0.0172,1.74727,1.11775,1.08217,0.73026,0.07827,0.030080000000000003,0.03974,0.0,0.0,0.11023,0.05725,0.12735,0.10564000000000001,0.0,0.0,0.027039999999999998,0.01796
77,Eggerthella_lenta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00234,0.00413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011059999999999999,0.01176
78,Eggerthella_lenta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00234,0.00413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011059999999999999,0.01176
79,Eggerthella_unclassified,0.04899,0.0,0.0,0.0,0.0,0.0,0.0,0.25922,0.3126,0.05426,0.17119,0.11029000000000001,0.0,0.0,0.0,0.0,0.01571,0.0172,1.74727,1.11775,1.08217,0.73026,0.07827,0.030080000000000003,0.03974,0.0,0.0,0.11023,0.05725,0.12735,0.10564000000000001,0.0,0.0,0.015969999999999998,0.0062
80,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01574,0.01454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00461,0.00886,0.0,0.0,0.04477,0.0235,0.01272,0.00323,0.00892,0.0,0.0,0.45615,0.41857,0.0,0.0,0.0,0.0,0.012029999999999999,0.01351
81,Gordonibacter_pamelaeae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01574,0.01454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00461,0.00886,0.0,0.0,0.04477,0.0235,0.01272,0.00323,0.00892,0.0,0.0,0.45615,0.41857,0.0,0.0,0.0,0.0,0.012029999999999999,0.01351
82,Gordonibacter_pamelaeae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01574,0.01454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00461,0.00886,0.0,0.0,0.04477,0.0235,0.01272,0.00323,0.00892,0.0,0.0,0.45615,0.41857,0.0,0.0,0.0,0.0,0.012029999999999999,0.01351
83,k__Bacteria|p__Bacteroidetes,30.83548,100.0,100.0,100.0,100.0,99.26796999999999,100.0,92.66246,91.41701,97.80422,96.74743000000001,97.66031,91.27556,93.56075,99.90172,99.92820999999999,98.99685,98.84335,88.07672,89.4078,97.28551999999999,98.04188,80.91516999999999,96.96448000000001,96.42996,96.37223,96.73971,73.44191,81.32753000000001,86.74246,87.67866,100.0,100.0,98.34616,98.81458
84,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,30.83548,100.0,100.0,100.0,100.0,99.26796999999999,100.0,92.66246,91.41701,97.80422,96.74743000000001,97.66031,91.27556,93.56075,99.90172,99.92820999999999,98.99685,98.84335,88.07672,89.4078,97.28551999999999,98.04188,80.91516999999999,96.96448000000001,96.42996,96.37223,96.73971,73.44191,81.32753000000001,86.74246,87.67866,100.0,100.0,98.34616,98.81458
85,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales,30.83548,100.0,100.0,100.0,100.0,99.26796999999999,100.0,92.66246,91.41701,97.80422,96.74743000000001,97.66031,91.27556,93.56075,99.90172,99.92820999999999,98.99685,98.84335,88.07672,89.4078,97.28551999999999,98.04188,80.91516999999999,96.96448000000001,96.42996,96.37223,96.73971,73.44191,81.32753000000001,86.74246,87.67866,100.0,100.0,98.34616,98.81458
86,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,28.932170000000003,100.0,100.0,95.02297,77.27257,89.94883,98.72586,84.51788,82.57179000000001,88.52505,88.28336,89.59777,52.3717,53.86473,39.9576,40.65568,89.2207,88.97832,88.07289,89.35505,92.75614,94.11428000000001,65.62614,65.85871999999999,64.69176999999999,95.68064,96.1959,71.00124,78.4693,75.04146999999999,75.71888,94.87391,100.0,78.8634,79.40697
87,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,28.932170000000003,100.0,100.0,95.02297,77.27257,89.94883,98.72586,84.51788,82.57179000000001,88.52505,88.28336,89.59777,52.3717,53.86473,39.9576,40.65568,89.2207,88.97832,88.07289,89.35505,92.75614,94.11428000000001,65.62614,65.85871999999999,64.69176999999999,95.68064,96.1959,71.00124,78.4693,75.04146999999999,75.71888,94.87391,100.0,78.8634,79.40697
88,Bacteroides_barnesiae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479,0.46116999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Bacteroides_barnesiae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479,0.46116999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Bacteroides_caccae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025810000000000003,0.03338,1.7143700000000002,0.5956,0.65556,0.0,0.0,0.0,0.0,7.72888,7.50397,0.0,0.0,0.0,0.0,0.9323600000000001,0.80289,0.79281,0.0,0.0,0.0,0.0,4.52215,4.49851,0.0,0.0,1.77512,2.0968
91,Bacteroides_caccae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025810000000000003,0.03338,1.7143700000000002,0.5956,0.65556,0.0,0.0,0.0,0.0,7.72888,7.50397,0.0,0.0,0.0,0.0,0.9323600000000001,0.80289,0.79281,0.0,0.0,0.0,0.0,4.52215,4.49851,0.0,0.0,1.77512,2.0968
92,Bacteroides_cellulosilyticus,0.0,0.0,0.0,13.51931,23.8912,0.0,0.0,0.0,0.0,0.0,0.12525,0.14184000000000002,0.0,0.0,0.0,0.0,0.0882,0.07582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Bacteroides_cellulosilyticus,0.0,0.0,0.0,13.51931,23.8912,0.0,0.0,0.0,0.0,0.0,0.12525,0.14184000000000002,0.0,0.0,0.0,0.0,0.0882,0.07582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Bacteroides_clarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41627,3.93287,4.158119999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006490000000000001,0.00085,0.0,0.0,0.7802100000000001,0.70548,0.0,0.0,0.014719999999999999,0.017830000000000002
95,Bacteroides_clarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41627,3.93287,4.158119999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006490000000000001,0.00085,0.0,0.0,0.7802100000000001,0.70548,0.0,0.0,0.014719999999999999,0.017830000000000002
96,Bacteroides_coprocola,0.0,0.0,0.0,0.0,0.0,40.98559,36.39415,44.65957,43.21394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00259,0.0016,0.0,0.0,0.0,0.0,0.0,0.007640000000000001,0.01438,0.00626,0.0038200000000000005,0.0,0.0,0.0,0.00596,0.0,0.0,0.0,0.0
97,Bacteroides_coprocola,0.0,0.0,0.0,0.0,0.0,40.98559,36.39415,44.65957,43.21394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00259,0.0016,0.0,0.0,0.0,0.0,0.0,0.007640000000000001,0.01438,0.00626,0.0038200000000000005,0.0,0.0,0.0,0.00596,0.0,0.0,0.0,0.0
98,Bacteroides_dorei,5.3857800000000005,0.0,0.0,56.239619999999995,5.38517,2.0762400000000003,12.01817,0.45332,0.5058,0.039389999999999994,0.17765,0.03771,2.70974,2.35958,2.86455,2.55677,1.83434,2.19464,0.0,0.0025399999999999997,0.0,0.0,0.0,0.0,0.0,0.022680000000000002,0.0191,0.0,0.0,0.08034,0.04827,37.86545,51.6729,0.18999000000000002,0.22116
99,Bacteroides_dorei,5.3857800000000005,0.0,0.0,56.239619999999995,5.38517,2.0762400000000003,12.01817,0.45332,0.5058,0.039389999999999994,0.17765,0.03771,2.70974,2.35958,2.86455,2.55677,1.83434,2.19464,0.0,0.0025399999999999997,0.0,0.0,0.0,0.0,0.0,0.022680000000000002,0.0191,0.0,0.0,0.08034,0.04827,37.86545,51.6729,0.18999000000000002,0.22116
100,Bacteroides_eggerthii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006900000000000001,0.00143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162,0.0199,0.0,0.0,0.0,0.0,9.02463,20.07885,19.57546,0.0,0.0,0.0,0.0,1.1339,1.10822,5.86339,0.0,38.43698,42.26415
101,Bacteroides_eggerthii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006900000000000001,0.00143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162,0.0199,0.0,0.0,0.0,0.0,9.02463,20.07885,19.57546,0.0,0.0,0.0,0.0,1.1339,1.10822,5.86339,0.0,38.43698,42.26415
102,Bacteroides_faecis,0.0,0.0,1.13332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4915100000000001,1.5659399999999999,0.0,0.0,0.0,0.0,0.0015,0.0008699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3018299999999998,0.0,0.64246,0.6915899999999999
103,Bacteroides_faecis,0.0,0.0,1.13332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4915100000000001,1.5659399999999999,0.0,0.0,0.0,0.0,0.0015,0.0008699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3018299999999998,0.0,0.64246,0.6915899999999999
104,Bacteroides_finegoldii,0.9615600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6958,5.65301,5.6285,0.0,0.0,0.0,0.0,0.8983200000000001,0.88974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1718,1.39544
105,Bacteroides_finegoldii,0.9615600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6958,5.65301,5.6285,0.0,0.0,0.0,0.0,0.8983200000000001,0.88974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1718,1.39544
106,Bacteroides_fragilis,18.02177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.718420000000002,18.139870000000002,6.20643,6.789280000000001,0.13302,0.37273,0.37296,0.0,0.0,0.0,0.0,0.12255999999999999,0.10302,0.0,0.0,3.89532,4.389069999999999
107,Bacteroides_fragilis,18.02177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.718420000000002,18.139870000000002,6.20643,6.789280000000001,0.13302,0.37273,0.37296,0.0,0.0,0.0,0.0,0.12255999999999999,0.10302,0.0,0.0,3.89532,4.389069999999999
108,Bacteroides_intestinalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.443810000000001,13.7911,6.6608600000000004,7.48596,0.0,0.0,0.0,0.0,0.0,0.0
109,Bacteroides_intestinalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.443810000000001,13.7911,6.6608600000000004,7.48596,0.0,0.0,0.0,0.0,0.0,0.0
110,Bacteroides_massiliensis,0.0,18.10395,14.08658,0.0,0.0,0.0,0.0,0.0091,0.01155,18.40796,22.81861,23.188010000000002,0.0,0.00128,0.0,0.0,12.371039999999999,12.348510000000001,0.0,0.0,0.0,0.0,0.0,0.0123,0.015359999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394
111,Bacteroides_massiliensis,0.0,18.10395,14.08658,0.0,0.0,0.0,0.0,0.0091,0.01155,18.40796,22.81861,23.188010000000002,0.0,0.00128,0.0,0.0,12.371039999999999,12.348510000000001,0.0,0.0,0.0,0.0,0.0,0.0123,0.015359999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394
112,Bacteroides_nordii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018869999999999998,0.02018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Bacteroides_nordii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018869999999999998,0.02018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Bacteroides_ovatus,0.49438999999999994,2.7967,7.8792100000000005,4.70589,20.55866,0.0,0.0,0.0,0.0,20.37132,14.661439999999999,15.3005,0.0,0.0,0.0,0.00029,0.67923,0.67378,31.598940000000002,32.220240000000004,14.98174,15.122420000000002,18.21483,10.59891,10.313189999999999,0.0,0.00049,0.0,0.0,23.91065,23.91558,2.14928,0.0,0.13925,0.16104000000000002
115,Bacteroides_ovatus,0.49438999999999994,2.7967,7.8792100000000005,4.70589,20.55866,0.0,0.0,0.0,0.0,20.37132,14.661439999999999,15.3005,0.0,0.0,0.0,0.00029,0.67923,0.67378,31.598940000000002,32.220240000000004,14.98174,15.122420000000002,18.21483,10.59891,10.313189999999999,0.0,0.00049,0.0,0.0,23.91065,23.91558,2.14928,0.0,0.13925,0.16104000000000002
116,Bacteroides_plebeius,0.16692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.766610000000001,7.55355,7.19389,0.0,0.0,0.0,0.0,0.0,0.0,14.454989999999999,0.0,0.0,0.0
117,Bacteroides_plebeius,0.16692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.766610000000001,7.55355,7.19389,0.0,0.0,0.0,0.0,0.0,0.0,14.454989999999999,0.0,0.0,0.0
118,Bacteroides_salyersiae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87992,1.93754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Bacteroides_salyersiae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87992,1.93754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Bacteroides_sp_1_1_6,0.0,0.0,0.0,0.0,27.43753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Bacteroides_sp_1_1_6,0.0,0.0,0.0,0.0,27.43753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Bacteroides_sp_2_1_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78014,0.78659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Bacteroides_sp_2_1_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78014,0.78659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Bacteroides_stercoris,0.0,12.657630000000001,19.59056,0.0,0.0,12.42832,5.44576,13.538379999999998,13.639129999999998,11.32214,18.209139999999998,17.247989999999998,0.0,0.0,0.0,0.0,31.496259999999996,31.4756,0.0,0.0,0.0,0.0,2.63547,14.18895,14.19541,0.0,0.0,0.0,0.0,0.0,0.0,2.38808,0.0,14.15121,14.982460000000001
125,Bacteroides_stercoris,0.0,12.657630000000001,19.59056,0.0,0.0,12.42832,5.44576,13.538379999999998,13.639129999999998,11.32214,18.209139999999998,17.247989999999998,0.0,0.0,0.0,0.0,31.496259999999996,31.4756,0.0,0.0,0.0,0.0,2.63547,14.18895,14.19541,0.0,0.0,0.0,0.0,0.0,0.0,2.38808,0.0,14.15121,14.982460000000001
126,Bacteroides_thetaiotaomicron,0.0,0.0,0.0,20.55815,0.0,6.943910000000001,6.542009999999999,2.61191,2.574,2.07543,1.5933,1.8332400000000002,0.0,0.0,0.0,0.0,0.22282,0.22633000000000003,0.0,0.00434,0.0,0.0,3.61349,5.3810199999999995,5.32627,0.0,0.0,0.0,0.0,0.0,0.0,1.0346799999999998,0.0,1.13605,1.2917100000000001
127,Bacteroides_thetaiotaomicron,0.0,0.0,0.0,20.55815,0.0,6.943910000000001,6.542009999999999,2.61191,2.574,2.07543,1.5933,1.8332400000000002,0.0,0.0,0.0,0.0,0.22282,0.22633000000000003,0.0,0.00434,0.0,0.0,3.61349,5.3810199999999995,5.32627,0.0,0.0,0.0,0.0,0.0,0.0,1.0346799999999998,0.0,1.13605,1.2917100000000001
128,Bacteroides_uniformis,3.71978,13.252189999999999,14.3851,0.0,0.0,16.78511,7.62082,13.84384,13.8214,1.38968,5.540369999999999,5.79654,0.0,0.00251,0.0,0.00367,3.94359,3.9484199999999996,0.0,0.004079999999999999,0.0,0.0,24.30572,6.85047,6.8823300000000005,0.00773,0.00621,0.0,0.0,3.0632099999999998,3.0571,17.85455,0.0,12.75319,6.76063
129,Bacteroides_uniformis,3.71978,13.252189999999999,14.3851,0.0,0.0,16.78511,7.62082,13.84384,13.8214,1.38968,5.540369999999999,5.79654,0.0,0.00251,0.0,0.00367,3.94359,3.9484199999999996,0.0,0.004079999999999999,0.0,0.0,24.30572,6.85047,6.8823300000000005,0.00773,0.00621,0.0,0.0,3.0632099999999998,3.0571,17.85455,0.0,12.75319,6.76063
130,Bacteroides_vulgatus,0.18197,53.18954,42.92524,0.0,0.0,10.72966,30.704959999999996,9.37527,8.77115,17.90631,11.60468,12.10627,49.66196,51.50136,37.09305,38.09495,28.659740000000003,28.351190000000003,38.75553,38.983979999999995,71.56798,72.20258000000001,0.0,0.01143,0.00971,82.19366,82.37433,64.34037,70.98335,41.42845,42.276740000000004,11.96167,48.3271,4.5573,5.13115
131,Bacteroides_vulgatus,0.18197,53.18954,42.92524,0.0,0.0,10.72966,30.704959999999996,9.37527,8.77115,17.90631,11.60468,12.10627,49.66196,51.50136,37.09305,38.09495,0.0,0.0,38.75553,38.983979999999995,71.56798,72.20258000000001,0.0,0.01143,0.00971,82.19366,82.37433,64.34037,70.98335,41.42845,42.276740000000004,11.96167,48.3271,4.5573,5.13115
132,Bacteroides_vulgatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.659740000000003,28.351190000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Bacteroides_xylanisolvens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Bacteroides_xylanisolvens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52827,0.39842,0.3186,0.29239,0.26311999999999997,0.21161999999999997,0.0,0.0,0.0,0.0
136,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52827,0.39842,0.3186,0.29239,0.26311999999999997,0.21161999999999997,0.0,0.0,0.0,0.0
137,Bacteroidales_bacterium_ph8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52827,0.39842,0.3186,0.29239,0.26311999999999997,0.21161999999999997,0.0,0.0,0.0,0.0
138,Bacteroidales_bacterium_ph8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52827,0.39842,0.3186,0.29239,0.26311999999999997,0.21161999999999997,0.0,0.0,0.0,0.0
